Fold,Baseline_MSE,Augmented_MSE
1,0.0653445116250495,1.437544158312351
2,0.22853184199000653,0.49155484696927987
3,0.6016356228597769,1.4780167358929972
4,0.6094897027942864,4.244592206269227
5,1.2367776124506122,0.28017105193235153
6,0.10935393799840272,0.5183743860016131
7,0.11448645081330293,0.6060271669497013
8,0.07947046709960055,2.0533157670553384
9,0.3012702915239578,0.30636301749882133
Average,0.3718178265727773,1.2684399263201867
Std Dev,0.3647627845027577,1.2043088340917705
