Fold,Baseline_MSE,Augmented_MSE
1,0.12770309244683006,1.0743907502459478
2,0.37856026555376704,0.8479990259089355
3,0.2567904703187716,0.3211869095665659
4,0.2123285681835708,0.2614278055663477
5,0.8294978007434578,0.48658736370961214
6,0.12061817316012464,1.3591823827151093
7,0.13122880120190597,0.6839364308561683
8,0.09637403078743335,2.2002504896605872
9,0.05977806912712732,0.1938839125124122
Average,0.2458754746136654,0.8254272300824095
Std Dev,0.2258922296140302,0.6095133389610546
